Hour ,BEN20
1:00,1.147727273
2:00,1.032954545
3:00,0.885681818
4:00,0.851136364
5:00,0.828636364
6:00,0.949772727
7:00,1.348409091
8:00,2.0525
9:00,2.352045455
10:00,1.906590909
11:00,1.391136364
12:00,1.199302326
13:00,1.205
14:00,1.2375
15:00,1.284545455
16:00,1.202954545
17:00,1.129545455
18:00,1.017954545
19:00,0.956136364
20:00,0.990681818
21:00,1.101136364
22:00,1.226136364
23:00,1.260227273
0:00,1.341818182
